INSTNM	ADDR	CITY	STABBR	ZIP	LONGITUD	LATITUDE										
Cabrillo College	6500 Soquel Dr	Aptos	CA	95003	-121.927926	36.9891										
Northwestern Polytechnic University	47671 Westinghouse Drive	Fremont	CA	94539	-121.925457	37.47857										
Wyotech-Fremont	200 Whitney Place	Fremont	CA	94539	-121.919395	37.469279										
Ohlone College	43600 Mission Blvd	Fremont	CA	94539	-121.914597	37.527956										
Monterey Institute of International Studies	460 Pierce Street	Monterey	CA	93940	-121.896813	36.599827										
International Technological University	355 W. San Fernando St.	San Jose	CA	95113	-121.895761	37.33181										
Heald College-San Jose	341 Great Mall Pky	Milpitas	CA	95035	-121.893911	37.410897										
CET-Sobrato	701 Vine St	San Jose	CA	95110	-121.88698	37.322723										
Monterey Peninsula College	980 Fremont St	Monterey	CA	93940	-121.885774	36.590826										
San Jose State University	1 Washington Sq	San Jose	CA	95192	-121.881214	37.335201										
Naval Postgraduate School	1 University Circle	Monterey	CA	93943	-121.874248	36.597159										
Los Medanos College	2700 East Leland Road	Pittsburg	CA	94565	-121.861122	38.005552										
California State University-Chico	First and Normal Sts	Chico	CA	95929	-121.846333	39.728003										
The National Hispanic University	14271 Story Rd	San Jose	CA	95127	-121.815921	37.359057										
Las Positas College	3000 Campus Hill Drive	Livermore	CA	94551	-121.804948	37.709623										
California State University-Monterey Bay	100 Campus Center	Seaside	CA	93955	-121.799216	36.653724										
Carrington College California-Antioch	2157 Country Hills Drive	Antioch	CA	94509	-121.786092	37.969344										
Oregon Institute of Technology	3201 Campus Drive	Klamath Falls	OR	97601	-121.785177	42.257152										
Carrington College California-San Jose	6201 San Ignacio Ave.	San Jose	CA	95119	-121.776159	37.235597										
Cambridge Junior College-Woodland	501 Main Street	Woodland	CA	95695	-121.774381	38.67783										
San Jose-Evergreen Community College District	4750 San Felipe Rd	San Jose	CA	95135	-121.771202	37.300847										
College of Cosmetology	357 E Main St	Klamath Falls	OR	97601	-121.769827	42.227022										
CET-Watsonville	10 Blanca Lane	Watsonville	CA	95076	-121.767991	36.931833										
Evergreen Valley College	3095 Yerba Buena Rd	San Jose	CA	95135	-121.766686	37.301736										
University of California-Davis	One Shields Avenue	Davis	CA	95616	-121.751958	38.539895										
Woodland Community College	2300 E Gibson Rd	Woodland	CA	95776	-121.734242	38.660562										
Klamath Community College	7390 South Sixth Street	Klamath Falls	OR	97603	-121.698855	42.195028										
Hartnell College	411 Central Avenue	Salinas	CA	93901	-121.668763	36.673052										
Salinas Beauty College Inc	916 South Main Street	Salinas	CA	93901	-121.657791	36.66377										
Central Coast College	480 S Main Street	Salinas	CA	93901	-121.655643	36.669595										
CET-Salinas	421 Monterey St	Salinas	CA	93901	-121.652791	36.671635										
Heald College-Salinas	1450 N Main St	Salinas	CA	93906	-121.652784	36.706813										
Waynes College of Beauty	1271 North Main Street	Salinas	CA	93906	-121.652311	36.70055										
Cambridge Junior College-Yuba City	990-A Klamath Lane	Yuba City	CA	95993	-121.652227	39.13994										
Butte College	3536 Butte Campus Drive	Oroville	CA	95965	-121.644691	39.649116										
Gavilan College	5055 Santa Teresa Blvd	Gilroy	CA	95020	-121.568174	36.973274										
Wyotech-West Sacramento	980 Riverside Parkway	West Sacramento	CA	95605	-121.565592	38.585761										
CET-Gilroy	7800 Arroyo Cir	Gilroy	CA	95020	-121.561429	37.015671										
Yuba College	2088 N Beale Rd	Marysville	CA	95901	-121.539316	39.125995										
Universal Technical Institute of Northern California Inc	4100 Duckhorn Drive	Sacramento	CA	95834	-121.529503	38.64575										
Le Cordon Bleu College of Culinary Arts-Sacramento	2450 Del Paso Road	Sacramento	CA	95834	-121.521168	38.655362										
International Academy of Design and Technology-Sacramento	2450 Del Paso Road-St 250	Sacramento	CA	95834	-121.520835	38.655362										
Federico Beauty Institute	1515 Sports Drive    Ste 100	Sacramento	CA	95834	-121.497761	38.64883										
Sacramento City College	3835 Freeport Blvd	Sacramento	CA	95822	-121.49166	38.541883										
My Le's Beauty College	5972 Stockton Blvd	Sacramento	CA	95824	-121.441343	38.518623										
Charles A Jones Career and Education Center	5451 Lemon Hill Ave	Sacramento	CA	95824	-121.44111	38.51651										
Cosumnes River College	8401 Center Parkway	Sacramento	CA	95823	-121.422971	38.453836										
California State University-Sacramento	6000 J St	Sacramento	CA	95819	-121.42194	38.55745										
Paul Mitchell the School-Sacramento	2100 Arden Way Ste 265	Sacramento	CA	95825	-121.417266	38.594888										
Los Rios Community College District Office	1919 Spanos Ct	Sacramento	CA	95825	-121.417145	38.579859										
Asher College	1215 Howe Ave Suite 101	Sacramento	CA	95825	-121.415767	38.587784										
Cosmo Beauty Academy	3500 Fulton Avenue	Sacremanto	CA	95821	-121.401317	38.628745										
CET-Sacramento	8376 Fruitridge Road	Sacramento	CA	95828	-121.396589	38.525114										
InterCoast Colleges-Elk Grove	9355 E. Stockton	Elk Grove	CA	95624	-121.391081	38.41772										
Twin Rivers Adult School	3222 Winona Way	North Highlands	CA	95660	-121.389191	38.65085										
Carrington College California-Sacramento	8909 Folsom Blvd	Sacramento	CA	95826	-121.36892	38.561777										
Epic Bible College	4330 Auburn Boulevard	Sacramento	CA	95841	-121.362311	38.64491										
American River College	4700 College Oak Dr	Sacramento	CA	95841	-121.346012	38.649734										
Central Oregon Community College	2600 NW College Way	Bend	OR	97701	-121.345804	44.070651										
MTI College	5221 Madison Ave	Sacramento	CA	95841	-121.342568	38.661377										
Marinello Schools of Beauty-Sacramento	5522 Garfield Ave	Sacramento	CA	95841	-121.336181	38.667061										
Anthem College-Sacramento	9738 Lincoln Village Drive #100	Sacramento	CA	95827	-121.334159	38.561345										
San Joaquin Delta College	5151 Pacific Ave	Stockton	CA	95207	-121.317226	37.994643										
Humphreys College-Stockton and Modesto Campuses	6650 Inglewood Ave	Stockton	CA	95207	-121.316401	38.011051										
Kaplan College-Stockton	722 W. March Ln	Stockton	CA	95207	-121.314242	37.990152										
MTI Business College Inc	6006 N. El Dorado Street	Stockton	CA	95207	-121.308527	38.007318										
University of the Pacific	3601 Pacific Ave	Stockton	CA	95211	-121.307296	37.980624										
Sage School of Massage	369 NE Revere Ave Ste B	Bend	OR	97701	-121.301181	44.06734										
ITT Technical Institute-Lathrop	16916 S. Harlan Rd	Lathrop	CA	95330	-121.294377	37.809422										
Hollywood Beauty College	1024 E March Ln	Stockton	CA	95210	-121.293889	38.001191										
InterCoast Colleges-Roseville	1200 Melody Ln Ste 120	Roseville	CA	92678	-121.293181	38.72347										
Xavier College School of Nursing	1130 North El Dorado Street	Stockton	CA	95202	-121.292782	37.9639										
William Jessup University	333 Sunset Blvd.	Rocklin	CA	95765	-121.292312	38.819728										
Citrus Heights Beauty College	7518 Baird Way	Citris Heights	CA	95610	-121.289501	38.7131										
Heald College-Stockton	1605 E March Ln	Stockton	CA	95210	-121.288042	38.00361										
ITT Technical Institute-Rancho Cordova	10863 Gold Center Dr	Rancho Cordova	CA	95670	-121.281506	38.59172										
San Joaquin Valley College-Rancho Cordova	11050 Olson Dr Ste 100	Rancho Cordova	CA	95670	-121.280259	38.59666										
Heald College-Rancho Cordova	2910 Prospect Park Dr	Rancho Cordova	CA	95670	-121.280086	38.594382										
Phagans Central Oregon Beauty College	1310 Cushing Drive	Bend	OR	97701	-121.264783	44.063325										
Heald College-Roseville	Seven Sierra Gate Plaza	Roseville	CA	95678	-121.264779	38.754587										
Bryan College-Gold River	2317 Gold Meadow Way	Gold River	CA	95670	-121.262813	38.623627										
Toni & Guy Hairdressing Academy-Manteca	1019 South Main Street	Manteca	CA	95337	-121.216183	37.78897										
Sierra College	5000 Rocklin Road	Rocklin	CA	95677	-121.212646	38.792758										
Columbia Gorge Community College	400 E Scenic Dr	The Dalles	OR	97058	-121.190197	45.590724										
Folsom Lake College	10 College Parkway	Folsom	CA	95630	-121.126697	38.662599										
San Joaquin Valley College-Modesto	5380 Pirrone Rd.	Salida	CA	95368	-121.091789	37.716999										
Heald College-Modesto	5260 Pirrone Ct	Salida	CA	95367	-121.090901	37.71563										
Kaplan College-Modesto	5172 Kiernan Court	Salida	CA	95368	-121.087326	37.713665										
Computer Tutor Business and Technical Institute	4306 Sisk Rd	Modesto	CA	95356	-121.071547	37.702154										
Toni & Guy Hairdressing Academy-Modesto	3600 Sisk Road	Modesto	CA	95356	-121.060591	37.69058										
Yosemite Community College District Office	2201 Blue Gum Ave	Modesto	CA	95358	-121.040011	37.661041										
Modesto Junior College	435 College Ave	Modesto	CA	95350	-121.009723	37.652042										
California Beauty School	1115 15th St	Modesto	CA	95354	-120.99689	37.645217										
SICE Paul Mitchell Partner School	3100 McHenry Ave	Modesto	CA	95350	-120.993361	37.68296										
Adrian's College of Beauty Modesto	124 Floyd Ave	Modesto	CA	95350	-120.992753	37.677778										
Feather River Community College District	570 Golden Eagle Ave	Quincy	CA	95971	-120.970877	39.952395										
Adrian's College of Beauty Turlock	1340 W Main St	Turlock	CA	95380	-120.863441	37.492628										
California State University-Stanislaus	One University Circle	Turlock	CA	95382	-120.852511	37.52577										
Cuesta College	Highway 1	San Luis Obispo	CA	93403	-120.741624	35.329859										
Design's School of Cosmetology	2727 Buena Vista Drive #105	Paso Robles	CA	93446	-120.672164	35.647157										
Laurus College	81 Higuera St Ste 110	San Luis Obispo	CA	93401	-120.669519	35.2682										
California Polytechnic State University-San Luis Obispo	1 Grand Ave.	San Luis Obispo	CA	93407	-120.65856	35.29889										
Central California School	3195 McMillan Ste F	San Luis Obispo	CA	93401	-120.644796	35.263725										
Lassen Community College	Hwy 139	Susanville	CA	96130	-120.631169	40.431327										
Central Washington University	400 East University Way	Ellensburg	WA	98926	-120.537716	47.004957										
Professional Beauty School	2105 W Lincoln Ave #2	Yakima	WA	98902	-120.537324	46.60455										
Yakima Valley Community College	South 16th Ave. & Nob Hill Blvd.	Yakima	WA	98907	-120.528525	46.586098										
Sierra College of Beauty	1340 W 18th St	Merced	CA	95340	-120.495668	37.306585										
Milan Institute-Merced	780 Loughborough Drive	Merced	CA	95340	-120.481171	37.32253										
CET-Santa Maria	509 W Morrison Ave	Santa Maria	CA	93458	-120.441978	34.943576										
University of California-Merced	5200 North Lake Road	Merced	CA	95343	-120.424944	37.366237										
Allan Hancock College	800 South College Drive	Santa Maria	CA	93454	-120.421486	34.942979										
Heritage University	3240 Fort Rd	Toppenish	WA	98948	-120.395287	46.374571										
Columbia College	11600 Columbia College Dr	Sonora	CA	95370	-120.387603	38.030361										
West Hills College-Coalinga	300 Cherry Lane	Coalinga	CA	93210	-120.356747	36.147891										
West Hills Community College District	9900 Cody Street	Coalinga	CA	93210	-120.35637	36.148753										
Wenatchee Valley College	1300 Fifth St	Wenatchee	WA	98801	-120.334813	47.430931										
Beauty Academy	208 S Wenatchee Ave	Wenatchee	WA	98801	-120.309427	47.421736										
Madera Beauty College	325 N Gateway Drive	Madera	CA	93637	-120.057761	36.951505										
Sunnyside Beauty Academy	440 Barnard Blvd Ste 2	Sunnyside	WA	98944	-119.986499	46.324684										
Lake Tahoe Community College	One College Drive	South Lake Tahoe	CA	96150	-119.971631	38.926864										
Sierra Nevada College	999 Tahoe Blvd.	Incline Village	NV	89451	-119.939523	39.24586										
University of California-Santa Barbara	5221 Cheadle Hall	Santa Barbara	CA	93106	-119.848031	34.415402										
West Hills College-Lemoore	555 College Avenue	Lemoore	CA	93245	-119.823866	36.292431										
University of Nevada-Reno	North Virginia Street	Reno	NV	89557	-119.821651	39.549352										
Nevada System of Higher Education-System Office	2601 Enterprise Rd	Reno	NV	89512	-119.812259	39.551191										
Paul Mitchell the School-Reno	1600 Holcomb Avenue	Reno	NV	89501	-119.803681	39.50915										
Heald College-Fresno	255 W Bullard	Fresno	CA	93704	-119.795525	36.822401										
Truckee Meadows Community College	7000 Dandini Blvd	Reno	NV	89512	-119.795319	39.572159										
Fresno City College	1101 E. University Ave	Fresno	CA	93741	-119.795129	36.767516										
State Center Community College District	1525 E. Weldon Avenue	Fresno	CA	93704	-119.792755	36.768865										
Manchester Beauty College	3756 N Blackstone Ave	Fresno	CA	93726	-119.79116	36.792868										
Western Nevada College	2201 West College Parkway	Carson City	NV	89703	-119.79036	39.186158										
Carrington College-Reno	5580 Kietzke Ln	Reno	NV	89511	-119.78785	39.46399										
Marinello Schools of Beauty-Reno	5093 South McCarran Blvd	Reno	NV	89502	-119.785251	39.47845										
San Joaquin Valley College-Fresno	295 E Sierra Ave	Fresno	CA	93710	-119.78345	36.830132										
International Academy of Style	2295 Market st	Reno	NV	89502	-119.782749	39.515918										
Paul Mitchell the School-Fresno	5091 N Fresno St Ste 104	Fresno	CA	93710	-119.781631	36.80951										
Milan Institute of Cosmetology-Reno	1050 Matley Lane	Reno	NV	89502	-119.781331	39.516005										
Lyles Fresno College of Beauty	6735 N First Ave Ste 112	Fresno	CA	93710	-119.773747	36.836251										
Sierra Valley College of Court Reporting	4747 N First St Bldg D	Fresno	CA	93726	-119.773017	36.802756										
Carson City Beauty Academy	1851 S Roop St Ste 100	Carson City	NV	89701	-119.76862	39.184411										
Milan Institute-Sparks	950 Industrial Way	Sparks	NV	89431	-119.758848	39.525226										
Career College of Northern Nevada	1421 Pullman Dr.	Sparks	NV	89434	-119.750697	39.510978										
California State University-Fresno	5241 N Maple Ave	Fresno	CA	93740	-119.748258	36.814477										
California Christian College	4881 E University Ave	Fresno	CA	93703	-119.732752	36.767596										
Fresno Pacific University	1717 S Chestnut Ave	Fresno	CA	93702	-119.731953	36.725279										
San Joaquin Valley College-Fresno Aviation	4985 E Anderson Ave	Fresno	CA	93727	-119.726788	36.775525										
UEI College-Fresno	2002 N Gateway Blvd.	Fresno	CA	93727	-119.725739	36.768912										
Milan Institute-Clovis	731 A West Shaw Ave.	Clovis	CA	93612	-119.724891	36.808536										
Institute of Technology Inc	564  W Herndon	Clovis	CA	93612	-119.723249	36.83679										
Fielding Graduate University	2020 De La Vina St	Santa Barbara	CA	93105	-119.717151	34.4294										
The Santa Barbara and Ventura Colleges of LawﾖSanta Barbara	20 E Victoria St	Santa Barbara	CA	93101	-119.704961	34.42453										
ITT Technical Institute-Clovis	362 North Clovis Ave	Clovis	CA	93612	-119.701347	36.836556										
Santa Barbara Business College-Santa Maria	303 E Plaza Dr Ste 1	Santa Maria	CA	93454	-119.699744	34.403862										
Santa Barbara City College	721 Cliff Drive	Santa Barbara	CA	93109	-119.698045	34.406788										
San Joaquin College of Law	901 Fifth St	Clovis	CA	93612	-119.6978	36.823978										
Brooks Institute	25/27 Mason Street	Santa Barbara	CA	93101	-119.695991	34.418552										
